loss,accuracy,val_loss,val_accuracy
1.7902392148971558,0.4063551425933838,1.8092658519744873,0.39952152967453003
1.7858442068099976,0.4063551425933838,1.7959872484207153,0.39952152967453003
1.784220814704895,0.4063551425933838,1.8155808448791504,0.39952152967453003
1.7835144996643066,0.4063551425933838,1.8015869855880737,0.39952152967453003
1.7807775735855103,0.4063551425933838,1.8165873289108276,0.39952152967453003
1.7801830768585205,0.4063551425933838,1.7940315008163452,0.39952152967453003
1.781222939491272,0.4063551425933838,1.7983962297439575,0.39952152967453003
1.7775514125823975,0.4063551425933838,1.793450951576233,0.39952152967453003
1.7747994661331177,0.4063551425933838,1.7890490293502808,0.39952152967453003
1.7759442329406738,0.4063551425933838,1.7827188968658447,0.39952152967453003
1.7756863832473755,0.4063551425933838,1.7959245443344116,0.39952152967453003
1.7744133472442627,0.4064299166202545,1.7814785242080688,0.39952152967453003
1.7729064226150513,0.4063551425933838,1.7796076536178589,0.39952152967453003
1.7741588354110718,0.4063551425933838,1.7823553085327148,0.39952152967453003
1.7725801467895508,0.4066542088985443,1.7806642055511475,0.39952152967453003
1.771173357963562,0.4063551425933838,1.7809343338012695,0.39952152967453003
1.770341157913208,0.40650466084480286,1.7791624069213867,0.39952152967453003
1.7665528059005737,0.4064299166202545,1.7800235748291016,0.39952152967453003
1.7672959566116333,0.4063551425933838,1.7745970487594604,0.39952152967453003
1.76413094997406,0.4064299166202545,1.772779941558838,0.39952152967453003
1.7630747556686401,0.4063551425933838,1.7814955711364746,0.39952152967453003
1.7647627592086792,0.4066542088985443,1.7739479541778564,0.39952152967453003
1.7620272636413574,0.4066542088985443,1.771362066268921,0.39952152967453003
1.7617369890213013,0.40672898292541504,1.7683080434799194,0.39952152967453003
1.761069416999817,0.4071027934551239,1.7677456140518188,0.39952152967453003
