loss,accuracy,val_loss,val_accuracy
1.672703504562378,0.4294579327106476,1.5755454301834106,0.4467703402042389
1.5172431468963623,0.4993644952774048,1.4436787366867065,0.535287082195282
1.4276877641677856,0.5331588983535767,1.3702081441879272,0.5627990365028381
1.3670148849487305,0.5528224110603333,1.3188977241516113,0.5801435112953186
1.3251285552978516,0.5617195963859558,1.276185154914856,0.5849282145500183
1.2926342487335205,0.5695700645446777,1.2576009035110474,0.5861244201660156
1.2678110599517822,0.574056088924408,1.2287780046463013,0.5992823243141174
1.2476938962936401,0.5802617073059082,1.2100818157196045,0.5909090638160706
1.2294070720672607,0.5856448411941528,1.2087706327438354,0.6118420958518982
1.2143820524215698,0.5871402025222778,1.1891480684280396,0.6112440228462219
1.2005244493484497,0.5937196016311646,1.16864812374115,0.6172248721122742
1.1871912479400635,0.5955888032913208,1.1665878295898438,0.6166267991065979
1.1764096021652222,0.5994018912315369,1.1482760906219482,0.6214115023612976
1.1672725677490234,0.6005233526229858,1.1434555053710938,0.6076555252075195
1.1584703922271729,0.604411244392395,1.131547451019287,0.619617223739624
1.1494555473327637,0.6060560941696167,1.127783179283142,0.6238038539886475
1.140442132949829,0.6094205379486084,1.1163668632507324,0.6220095753669739
1.1354979276657104,0.6118878722190857,1.1108474731445312,0.6202152967453003
1.1270146369934082,0.6145046949386597,1.105099081993103,0.6214115023612976
1.1203227043151855,0.6162242889404297,1.1027860641479492,0.6214115023612976
1.114789605140686,0.6161495447158813,1.0986536741256714,0.6267942786216736
1.1100091934204102,0.6162242889404297,1.0945919752120972,0.6172248721122742
1.1041455268859863,0.6190654039382935,1.1000789403915405,0.6327751278877258
1.1000452041625977,0.6213831901550293,1.0804659128189087,0.6255980730056763
1.0925811529159546,0.6251962780952454,1.0816893577575684,0.6255980730056763
